variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-01029,nationalized,spelling_only,nationalized,nationalised,,,,breame_spellings;uk2us
spelling_only-01030,nationalizes,spelling_only,nationalizes,nationalises,,,,breame_spellings;uk2us
spelling_only-01031,nationalizing,spelling_only,nationalizing,nationalising,,,,breame_spellings;uk2us
spelling_only-01032,naturalization,spelling_only,naturalization,naturalisation,,,,breame_spellings;uk2us
spelling_only-01033,naturalize,spelling_only,naturalize,naturalise,,,,breame_spellings;uk2us
spelling_only-01034,naturalized,spelling_only,naturalized,naturalised,,,,breame_spellings;uk2us
spelling_only-01035,naturalizes,spelling_only,naturalizes,naturalises,,,,breame_spellings;uk2us
spelling_only-01036,naturalizing,spelling_only,naturalizing,naturalising,,,,breame_spellings;uk2us
spelling_only-01037,neighbor,spelling_only,neighbor,neighbour,,,,breame_spellings;uk2us
spelling_only-01038,neighborhood,spelling_only,neighborhood,neighbourhood,,,,breame_spellings;uk2us
spelling_only-01039,neighborhoods,spelling_only,neighborhoods,neighbourhoods,,,,breame_spellings;uk2us
spelling_only-01040,neighboring,spelling_only,neighboring,neighbouring,,,,breame_spellings;uk2us
spelling_only-01041,neighborliness,spelling_only,neighborliness,neighbourliness,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01042,neighborly,spelling_only,neighborly,neighbourly,,,,breame_spellings;uk2us
spelling_only-01043,neighbors,spelling_only,neighbors,neighbours,,,,breame_spellings;uk2us
spelling_only-01044,neutralization,spelling_only,neutralization,neutralisation,,,,breame_spellings;uk2us
spelling_only-01045,neutralize,spelling_only,neutralize,neutralise,,,,breame_spellings;uk2us
spelling_only-01046,neutralized,spelling_only,neutralized,neutralised,,,,breame_spellings;uk2us
spelling_only-01047,neutralizes,spelling_only,neutralizes,neutralises,,,,breame_spellings;uk2us
spelling_only-01048,neutralizing,spelling_only,neutralizing,neutralising,,,,breame_spellings;uk2us
spelling_only-01049,normalization,spelling_only,normalization,normalisation,,,,breame_spellings;uk2us
spelling_only-01050,normalize,spelling_only,normalize,normalise,,,,breame_spellings;uk2us
spelling_only-01051,normalized,spelling_only,normalized,normalised,,,,breame_spellings;uk2us
spelling_only-01052,normalizes,spelling_only,normalizes,normalises,,,,breame_spellings;uk2us
spelling_only-01053,normalizing,spelling_only,normalizing,normalising,,,,breame_spellings;uk2us
spelling_only-01054,odor,spelling_only,odor,odour,,,,breame_spellings;uk2us
spelling_only-01055,odorless,spelling_only,odorless,odourless,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01056,odors,spelling_only,odors,odours,,,,breame_spellings;uk2us
spelling_only-01060,offense,spelling_only,offense,offence,,,,breame_spellings;uk2us
spelling_only-01061,offenses,spelling_only,offenses,offences,,,,breame_spellings;uk2us
spelling_only-01062,omelet,spelling_only,omelet,omelette,,,,breame_spellings;uk2us
spelling_only-01063,omelets,spelling_only,omelets,omelettes,,,,breame_spellings;uk2us
spelling_only-01064,optimize,spelling_only,optimize,optimise,,,,breame_spellings;uk2us
spelling_only-01065,optimized,spelling_only,optimized,optimised,,,,breame_spellings;uk2us
spelling_only-01066,optimizes,spelling_only,optimizes,optimises,,,,breame_spellings;uk2us
spelling_only-01067,optimizing,spelling_only,optimizing,optimising,,,,breame_spellings;uk2us
spelling_only-01068,organization,spelling_only,organization,organisation,,,,breame_spellings;uk2us
spelling_only-01069,organizational,spelling_only,organizational,organisational,,,,breame_spellings;uk2us
spelling_only-01070,organizations,spelling_only,organizations,organisations,,,,breame_spellings;uk2us
spelling_only-01071,organize,spelling_only,organize,organise,,,,breame_spellings;uk2us
spelling_only-01072,organized,spelling_only,organized,organised,,,,breame_spellings;uk2us
spelling_only-01073,organizer,spelling_only,organizer,organiser,,,,breame_spellings;uk2us
spelling_only-01074,organizers,spelling_only,organizers,organisers,,,,breame_spellings;uk2us
spelling_only-01075,organizes,spelling_only,organizes,organises,,,,breame_spellings;uk2us
spelling_only-01076,organizing,spelling_only,organizing,organising,,,,breame_spellings;uk2us
spelling_only-01077,orthopedic,spelling_only,orthopedic,orthopaedic,,,,breame_spellings;uk2us
spelling_only-01078,orthopedics,spelling_only,orthopedics,orthopaedics,,,,breame_spellings;uk2us
spelling_only-01079,ostracize,spelling_only,ostracize,ostracise,,,,breame_spellings;uk2us
spelling_only-01080,ostracized,spelling_only,ostracized,ostracised,,,,breame_spellings;uk2us
spelling_only-01081,ostracizes,spelling_only,ostracizes,ostracises,,,,breame_spellings;uk2us
spelling_only-01082,ostracizing,spelling_only,ostracizing,ostracising,,,,breame_spellings;uk2us
spelling_only-01083,outmaneuver,spelling_only,outmaneuver,outmanoeuvre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01084,outmaneuvered,spelling_only,outmaneuvered,outmanoeuvred,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01086,outmaneuvering,spelling_only,outmaneuvering,outmanoeuvring,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01085,outmaneuvers,spelling_only,outmaneuvers,outmanoeuvres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01087,overemphasize,spelling_only,overemphasize,overemphasise,,,,breame_spellings;uk2us
spelling_only-01088,overemphasized,spelling_only,overemphasized,overemphasised,,,,breame_spellings;uk2us
spelling_only-01089,overemphasizes,spelling_only,overemphasizes,overemphasises,,,,breame_spellings;uk2us
spelling_only-01090,overemphasizing,spelling_only,overemphasizing,overemphasising,,,,breame_spellings;uk2us
spelling_only-01091,oxidization,spelling_only,oxidization,oxidisation,,,,breame_spellings;uk2us
spelling_only-01092,oxidize,spelling_only,oxidize,oxidise,,,,breame_spellings;uk2us
spelling_only-01093,oxidized,spelling_only,oxidized,oxidised,,,,breame_spellings;uk2us
spelling_only-01094,oxidizes,spelling_only,oxidizes,oxidises,,,,breame_spellings;uk2us
spelling_only-01095,oxidizing,spelling_only,oxidizing,oxidising,,,,breame_spellings;uk2us
spelling_only-01244,pajama,spelling_only,pajama,pyjama,,,,breame_spellings;uk2us
spelling_only-01245,pajamas,spelling_only,pajamas,pyjamas,,,,breame_spellings;uk2us
spelling_only-01105,paleolithic,spelling_only,paleolithic,palaeolithic,,,,breame_spellings;uk2us
spelling_only-01106,paleontologist,spelling_only,paleontologist,palaeontologist,,,,breame_spellings;uk2us
spelling_only-01107,paleontologists,spelling_only,paleontologists,palaeontologists,,,,breame_spellings;uk2us
spelling_only-01108,paleontology,spelling_only,paleontology,palaeontology,,,,breame_spellings;uk2us
spelling_only-01109,paneled,spelling_only,paneled,panelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01110,paneling,spelling_only,paneling,panelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01111,panelist,spelling_only,panelist,panellist,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01112,panelists,spelling_only,panelists,panellists,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01113,paralyze,spelling_only,paralyze,paralyse,,,,breame_spellings;uk2us
spelling_only-01114,paralyzed,spelling_only,paralyzed,paralysed,,,,breame_spellings;uk2us
spelling_only-01115,paralyzes,spelling_only,paralyzes,paralyses,,,,breame_spellings;uk2us
spelling_only-01116,paralyzing,spelling_only,paralyzing,paralysing,,,,breame_spellings;uk2us
spelling_only-01117,parceled,spelling_only,parceled,parcelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01118,parceling,spelling_only,parceling,parcelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01119,parlor,spelling_only,parlor,parlour,,,,breame_spellings;uk2us
spelling_only-01120,parlors,spelling_only,parlors,parlours,,,,breame_spellings;uk2us
spelling_only-01121,particularize,spelling_only,particularize,particularise,,,,breame_spellings;uk2us
spelling_only-01122,particularized,spelling_only,particularized,particularised,,,,breame_spellings;uk2us
spelling_only-01123,particularizes,spelling_only,particularizes,particularises,,,,breame_spellings;uk2us
spelling_only-01124,particularizing,spelling_only,particularizing,particularising,,,,breame_spellings;uk2us
spelling_only-01125,passivization,spelling_only,passivization,passivisation,,,,breame_spellings;uk2us
spelling_only-01126,passivize,spelling_only,passivize,passivise,,,,breame_spellings;uk2us
spelling_only-01127,passivized,spelling_only,passivized,passivised,,,,breame_spellings;uk2us
spelling_only-01128,passivizes,spelling_only,passivizes,passivises,,,,breame_spellings;uk2us
spelling_only-01129,passivizing,spelling_only,passivizing,passivising,,,,breame_spellings;uk2us
spelling_only-01130,pasteurization,spelling_only,pasteurization,pasteurisation,,,,breame_spellings;uk2us
spelling_only-01131,pasteurize,spelling_only,pasteurize,pasteurise,,,,breame_spellings;uk2us
spelling_only-01132,pasteurized,spelling_only,pasteurized,pasteurised,,,,breame_spellings;uk2us
spelling_only-01133,pasteurizes,spelling_only,pasteurizes,pasteurises,,,,breame_spellings;uk2us
spelling_only-01134,pasteurizing,spelling_only,pasteurizing,pasteurising,,,,breame_spellings;uk2us
spelling_only-01135,patronize,spelling_only,patronize,patronise,,,,breame_spellings;uk2us
spelling_only-01136,patronized,spelling_only,patronized,patronised,,,,breame_spellings;uk2us
spelling_only-01137,patronizes,spelling_only,patronizes,patronises,,,,breame_spellings;uk2us
spelling_only-01138,patronizing,spelling_only,patronizing,patronising,,,,breame_spellings;uk2us
spelling_only-01139,patronizingly,spelling_only,patronizingly,patronisingly,,,,breame_spellings;uk2us
spelling_only-01140,pedaled,spelling_only,pedaled,pedalled,,,,breame_spellings;uk2us
spelling_only-01141,pedaling,spelling_only,pedaling,pedalling,,,,breame_spellings;uk2us
spelling_only-01096,pederast,spelling_only,pederast,paederast,,,,breame_spellings;uk2us
spelling_only-01097,pederasts,spelling_only,pederasts,paederasts,,,,breame_spellings;uk2us
spelling_only-01142,pedestrianization,spelling_only,pedestrianization,pedestrianisation,,,,breame_spellings;uk2us
spelling_only-01143,pedestrianize,spelling_only,pedestrianize,pedestrianise,,,,breame_spellings;uk2us
spelling_only-01144,pedestrianized,spelling_only,pedestrianized,pedestrianised,,,,breame_spellings;uk2us
spelling_only-01145,pedestrianizes,spelling_only,pedestrianizes,pedestrianises,,,,breame_spellings;uk2us
spelling_only-01146,pedestrianizing,spelling_only,pedestrianizing,pedestrianising,,,,breame_spellings;uk2us
spelling_only-01098,pediatric,spelling_only,pediatric,paediatric,,,,breame_spellings;uk2us
spelling_only-01099,pediatrician,spelling_only,pediatrician,paediatrician,,,,breame_spellings;uk2us
spelling_only-01100,pediatricians,spelling_only,pediatricians,paediatricians,,,,breame_spellings;uk2us
spelling_only-01101,pediatrics,spelling_only,pediatrics,paediatrics,,,,breame_spellings;uk2us
spelling_only-01102,pedophile,spelling_only,pedophile,paedophile,,,,breame_spellings;uk2us
spelling_only-01103,pedophiles,spelling_only,pedophiles,paedophiles,,,,breame_spellings;uk2us
spelling_only-01104,pedophilia,spelling_only,pedophilia,paedophilia,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01147,penalize,spelling_only,penalize,penalise,,,,breame_spellings;uk2us
spelling_only-01148,penalized,spelling_only,penalized,penalised,,,,breame_spellings;uk2us
spelling_only-01149,penalizes,spelling_only,penalizes,penalises,,,,breame_spellings;uk2us
spelling_only-01150,penalizing,spelling_only,penalizing,penalising,,,,breame_spellings;uk2us
spelling_only-01151,penciled,spelling_only,penciled,pencilled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01152,penciling,spelling_only,penciling,pencilling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01153,personalize,spelling_only,personalize,personalise,,,,breame_spellings;uk2us
spelling_only-01154,personalized,spelling_only,personalized,personalised,,,,breame_spellings;uk2us
spelling_only-01155,personalizes,spelling_only,personalizes,personalises,,,,breame_spellings;uk2us
spelling_only-01156,personalizing,spelling_only,personalizing,personalising,,,,breame_spellings;uk2us
spelling_only-01157,pharmacopeia,spelling_only,pharmacopeia,pharmacopoeia,,,,breame_spellings;uk2us
spelling_only-01158,pharmacopeias,spelling_only,pharmacopeias,pharmacopoeias,,,,breame_spellings;uk2us
spelling_only-01159,philosophize,spelling_only,philosophize,philosophise,,,,breame_spellings;uk2us
spelling_only-01160,philosophized,spelling_only,philosophized,philosophised,,,,breame_spellings;uk2us
spelling_only-01161,philosophizes,spelling_only,philosophizes,philosophises,,,,breame_spellings;uk2us
spelling_only-01162,philosophizing,spelling_only,philosophizing,philosophising,,,,breame_spellings;uk2us
spelling_only-01163,phony,spelling_only,phony,phoney,,,,breame_spellings;uk2us
spelling_only-01246,pizzazz,spelling_only,pizzazz,pzazz,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01164,plagiarize,spelling_only,plagiarize,plagiarise,,,,breame_spellings;uk2us
spelling_only-01165,plagiarized,spelling_only,plagiarized,plagiarised,,,,breame_spellings;uk2us
spelling_only-01166,plagiarizes,spelling_only,plagiarizes,plagiarises,,,,breame_spellings;uk2us
spelling_only-01167,plagiarizing,spelling_only,plagiarizing,plagiarising,,,,breame_spellings;uk2us
spelling_only-01168,plowman,spelling_only,plowman,ploughman,,,,breame_spellings;uk2us
spelling_only-01169,plowmen,spelling_only,plowmen,ploughmen,,,,breame_spellings;uk2us
spelling_only-01170,plowshare,spelling_only,plowshare,ploughshare,,,,breame_spellings;uk2us
spelling_only-01171,plowshares,spelling_only,plowshares,ploughshares,,,,breame_spellings;uk2us
spelling_only-01172,polarization,spelling_only,polarization,polarisation,,,,breame_spellings;uk2us
spelling_only-01173,polarize,spelling_only,polarize,polarise,,,,breame_spellings;uk2us
spelling_only-01174,polarized,spelling_only,polarized,polarised,,,,breame_spellings;uk2us
spelling_only-01175,polarizes,spelling_only,polarizes,polarises,,,,breame_spellings;uk2us
spelling_only-01176,polarizing,spelling_only,polarizing,polarising,,,,breame_spellings;uk2us
spelling_only-01177,politicization,spelling_only,politicization,politicisation,,,,breame_spellings;uk2us
spelling_only-01178,politicize,spelling_only,politicize,politicise,,,,breame_spellings;uk2us
spelling_only-01179,politicized,spelling_only,politicized,politicised,,,,breame_spellings;uk2us
spelling_only-01180,politicizes,spelling_only,politicizes,politicises,,,,breame_spellings;uk2us
spelling_only-01181,politicizing,spelling_only,politicizing,politicising,,,,breame_spellings;uk2us
spelling_only-01182,popularization,spelling_only,popularization,popularisation,,,,breame_spellings;uk2us
spelling_only-01183,popularize,spelling_only,popularize,popularise,,,,breame_spellings;uk2us
spelling_only-01184,popularized,spelling_only,popularized,popularised,,,,breame_spellings;uk2us
spelling_only-01185,popularizes,spelling_only,popularizes,popularises,,,,breame_spellings;uk2us
spelling_only-01186,popularizing,spelling_only,popularizing,popularising,,,,breame_spellings;uk2us
spelling_only-01187,pouf,spelling_only,pouf,pouffe,,,,breame_spellings;uk2us
spelling_only-01188,poufs,spelling_only,poufs,pouffes,,,,breame_spellings;uk2us
spelling_only-01189,presidium,spelling_only,presidium,praesidium,,,,breame_spellings;uk2us
spelling_only-01190,presidiums,spelling_only,presidiums,praesidiums,,,,breame_spellings;uk2us
spelling_only-01191,pressurization,spelling_only,pressurization,pressurisation,,,,breame_spellings;uk2us
spelling_only-01192,pressurize,spelling_only,pressurize,pressurise,,,,breame_spellings;uk2us
spelling_only-01193,pressurized,spelling_only,pressurized,pressurised,,,,breame_spellings;uk2us
spelling_only-01194,pressurizes,spelling_only,pressurizes,pressurises,,,,breame_spellings;uk2us
spelling_only-01195,pressurizing,spelling_only,pressurizing,pressurising,,,,breame_spellings;uk2us
spelling_only-01196,pretense,spelling_only,pretense,pretence,,,,breame_spellings;uk2us
spelling_only-01197,pretenses,spelling_only,pretenses,pretences,,,,breame_spellings;uk2us
spelling_only-01198,primeval,spelling_only,primeval,primaeval,,,,breame_spellings;uk2us
spelling_only-01199,prioritization,spelling_only,prioritization,prioritisation,,,,breame_spellings;uk2us
spelling_only-01200,prioritize,spelling_only,prioritize,prioritise,,,,breame_spellings;uk2us
spelling_only-01201,prioritized,spelling_only,prioritized,prioritised,,,,breame_spellings;uk2us
spelling_only-01202,prioritizes,spelling_only,prioritizes,prioritises,,,,breame_spellings;uk2us
spelling_only-01203,prioritizing,spelling_only,prioritizing,prioritising,,,,breame_spellings;uk2us
spelling_only-01204,privatization,spelling_only,privatization,privatisation,,,,breame_spellings;uk2us
spelling_only-01205,privatizations,spelling_only,privatizations,privatisations,,,,breame_spellings;uk2us
spelling_only-01206,privatize,spelling_only,privatize,privatise,,,,breame_spellings;uk2us
spelling_only-01207,privatized,spelling_only,privatized,privatised,,,,breame_spellings;uk2us
spelling_only-01208,privatizes,spelling_only,privatizes,privatises,,,,breame_spellings;uk2us
spelling_only-01209,privatizing,spelling_only,privatizing,privatising,,,,breame_spellings;uk2us
spelling_only-01210,professionalization,spelling_only,professionalization,professionalisation,,,,breame_spellings;uk2us
spelling_only-01211,professionalize,spelling_only,professionalize,professionalise,,,,breame_spellings;uk2us
spelling_only-01212,professionalized,spelling_only,professionalized,professionalised,,,,breame_spellings;uk2us
spelling_only-01213,professionalizes,spelling_only,professionalizes,professionalises,,,,breame_spellings;uk2us
spelling_only-01214,professionalizing,spelling_only,professionalizing,professionalising,,,,breame_spellings;uk2us
spelling_only-01215,program,spelling_only,program,programme,,,,breame_spellings;uk2us
spelling_only-01216,programs,spelling_only,programs,programmes,,,,breame_spellings;uk2us
spelling_only-01217,prolog,spelling_only,prolog,prologue,,,,breame_spellings;uk2us
spelling_only-01218,prologs,spelling_only,prologs,prologues,,,,breame_spellings;uk2us
spelling_only-01219,propagandize,spelling_only,propagandize,propagandise,,,,breame_spellings;uk2us
spelling_only-01220,propagandized,spelling_only,propagandized,propagandised,,,,breame_spellings;uk2us
spelling_only-01221,propagandizes,spelling_only,propagandizes,propagandises,,,,breame_spellings;uk2us
spelling_only-01222,propagandizing,spelling_only,propagandizing,propagandising,,,,breame_spellings;uk2us
spelling_only-01223,proselytize,spelling_only,proselytize,proselytise,,,,breame_spellings;uk2us
spelling_only-01224,proselytized,spelling_only,proselytized,proselytised,,,,breame_spellings;uk2us
spelling_only-01225,proselytizer,spelling_only,proselytizer,proselytiser,,,,breame_spellings;uk2us
spelling_only-01226,proselytizers,spelling_only,proselytizers,proselytisers,,,,breame_spellings;uk2us
spelling_only-01227,proselytizes,spelling_only,proselytizes,proselytises,,,,breame_spellings;uk2us
spelling_only-01228,proselytizing,spelling_only,proselytizing,proselytising,,,,breame_spellings;uk2us
spelling_only-01229,psychoanalyze,spelling_only,psychoanalyze,psychoanalyse,,,,breame_spellings;uk2us
spelling_only-01230,psychoanalyzed,spelling_only,psychoanalyzed,psychoanalysed,,,,breame_spellings;uk2us
spelling_only-01231,psychoanalyzes,spelling_only,psychoanalyzes,psychoanalyses,,,,breame_spellings;uk2us
spelling_only-01232,psychoanalyzing,spelling_only,psychoanalyzing,psychoanalysing,,,,breame_spellings;uk2us
spelling_only-01233,publicize,spelling_only,publicize,publicise,,,,breame_spellings;uk2us
spelling_only-01234,publicized,spelling_only,publicized,publicised,,,,breame_spellings;uk2us
spelling_only-01235,publicizes,spelling_only,publicizes,publicises,,,,breame_spellings;uk2us
spelling_only-01236,publicizing,spelling_only,publicizing,publicising,,,,breame_spellings;uk2us
spelling_only-01237,pulverization,spelling_only,pulverization,pulverisation,,,,breame_spellings;uk2us
spelling_only-01238,pulverize,spelling_only,pulverize,pulverise,,,,breame_spellings;uk2us
spelling_only-01239,pulverized,spelling_only,pulverized,pulverised,,,,breame_spellings;uk2us
spelling_only-01240,pulverizes,spelling_only,pulverizes,pulverises,,,,breame_spellings;uk2us
spelling_only-01241,pulverizing,spelling_only,pulverizing,pulverising,,,,breame_spellings;uk2us
spelling_only-01242,pummel,spelling_only,pummel,pummelled,,,,breame_spellings;uk2us
spelling_only-01243,pummeled,spelling_only,pummeled,pummelling,,,,breame_spellings;uk2us
spelling_only-01247,quarreled,spelling_only,quarreled,quarrelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01248,quarreling,spelling_only,quarreling,quarrelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01249,radicalize,spelling_only,radicalize,radicalise,,,,breame_spellings;uk2us
spelling_only-01250,radicalized,spelling_only,radicalized,radicalised,,,,breame_spellings;uk2us
spelling_only-01251,radicalizes,spelling_only,radicalizes,radicalises,,,,breame_spellings;uk2us
spelling_only-01252,radicalizing,spelling_only,radicalizing,radicalising,,,,breame_spellings;uk2us
spelling_only-01253,rancor,spelling_only,rancor,rancour,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01254,randomize,spelling_only,randomize,randomise,,,,breame_spellings;uk2us
spelling_only-01255,randomized,spelling_only,randomized,randomised,,,,breame_spellings;uk2us
spelling_only-01256,randomizes,spelling_only,randomizes,randomises,,,,breame_spellings;uk2us
spelling_only-01257,randomizing,spelling_only,randomizing,randomising,,,,breame_spellings;uk2us
spelling_only-01258,rationalization,spelling_only,rationalization,rationalisation,,,,breame_spellings;uk2us
spelling_only-01259,rationalizations,spelling_only,rationalizations,rationalisations,,,,breame_spellings;uk2us
spelling_only-01260,rationalize,spelling_only,rationalize,rationalise,,,,breame_spellings;uk2us
spelling_only-01261,rationalized,spelling_only,rationalized,rationalised,,,,breame_spellings;uk2us
spelling_only-01262,rationalizes,spelling_only,rationalizes,rationalises,,,,breame_spellings;uk2us
spelling_only-01263,rationalizing,spelling_only,rationalizing,rationalising,,,,breame_spellings;uk2us
spelling_only-01264,raveled,spelling_only,raveled,ravelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01265,raveling,spelling_only,raveling,ravelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01266,realizable,spelling_only,realizable,realisable,,,,breame_spellings;uk2us
spelling_only-01267,realization,spelling_only,realization,realisation,,,,breame_spellings;uk2us
spelling_only-01268,realizations,spelling_only,realizations,realisations,,,,breame_spellings;uk2us
spelling_only-01269,realize,spelling_only,realize,realise,,,,breame_spellings;uk2us
spelling_only-01270,realized,spelling_only,realized,realised,,,,breame_spellings;uk2us
spelling_only-01271,realizes,spelling_only,realizes,realises,,,,breame_spellings;uk2us
spelling_only-01272,realizing,spelling_only,realizing,realising,,,,breame_spellings;uk2us
spelling_only-01273,recognizable,spelling_only,recognizable,recognisable,,,,breame_spellings;uk2us
spelling_only-01274,recognizably,spelling_only,recognizably,recognisably,,,,breame_spellings;uk2us
spelling_only-01275,recognizance,spelling_only,recognizance,recognisance,,,,breame_spellings;uk2us
spelling_only-01276,recognize,spelling_only,recognize,recognise,,,,breame_spellings;uk2us
spelling_only-01277,recognized,spelling_only,recognized,recognised,,,,breame_spellings;uk2us
spelling_only-01278,recognizes,spelling_only,recognizes,recognises,,,,breame_spellings;uk2us
spelling_only-01279,recognizing,spelling_only,recognizing,recognising,,,,breame_spellings;uk2us
spelling_only-01280,reconnoiter,spelling_only,reconnoiter,reconnoitre,,,,breame_spellings;uk2us
spelling_only-01281,reconnoitered,spelling_only,reconnoitered,reconnoitred,,,,breame_spellings;uk2us
spelling_only-01283,reconnoitering,spelling_only,reconnoitering,reconnoitring,,,,breame_spellings;uk2us
spelling_only-01282,reconnoiters,spelling_only,reconnoiters,reconnoitres,,,,breame_spellings;uk2us
spelling_only-01284,refueled,spelling_only,refueled,refuelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01285,refueling,spelling_only,refueling,refuelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01286,regularization,spelling_only,regularization,regularisation,,,,breame_spellings;uk2us
spelling_only-01287,regularize,spelling_only,regularize,regularise,,,,breame_spellings;uk2us
spelling_only-01288,regularized,spelling_only,regularized,regularised,,,,breame_spellings;uk2us
spelling_only-01289,regularizes,spelling_only,regularizes,regularises,,,,breame_spellings;uk2us
spelling_only-01290,regularizing,spelling_only,regularizing,regularising,,,,breame_spellings;uk2us
spelling_only-01291,remodeled,spelling_only,remodeled,remodelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01292,remodeling,spelling_only,remodeling,remodelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01293,remold,spelling_only,remold,remould,,,,breame_spellings;uk2us
spelling_only-01294,remolded,spelling_only,remolded,remoulded,,,,breame_spellings;uk2us
spelling_only-01295,remolding,spelling_only,remolding,remoulding,,,,breame_spellings;uk2us
spelling_only-01296,remolds,spelling_only,remolds,remoulds,,,,breame_spellings;uk2us
spelling_only-01297,reorganization,spelling_only,reorganization,reorganisation,,,,breame_spellings;uk2us
spelling_only-01298,reorganizations,spelling_only,reorganizations,reorganisations,,,,breame_spellings;uk2us
spelling_only-01299,reorganize,spelling_only,reorganize,reorganise,,,,breame_spellings;uk2us
spelling_only-01300,reorganized,spelling_only,reorganized,reorganised,,,,breame_spellings;uk2us
spelling_only-01301,reorganizes,spelling_only,reorganizes,reorganises,,,,breame_spellings;uk2us
spelling_only-01302,reorganizing,spelling_only,reorganizing,reorganising,,,,breame_spellings;uk2us
spelling_only-01303,reveled,spelling_only,reveled,revelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01304,reveler,spelling_only,reveler,reveller,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01305,revelers,spelling_only,revelers,revellers,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01306,reveling,spelling_only,reveling,revelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01307,revitalize,spelling_only,revitalize,revitalise,,,,breame_spellings;uk2us
spelling_only-01308,revitalized,spelling_only,revitalized,revitalised,,,,breame_spellings;uk2us
spelling_only-01309,revitalizes,spelling_only,revitalizes,revitalises,,,,breame_spellings;uk2us
spelling_only-01310,revitalizing,spelling_only,revitalizing,revitalising,,,,breame_spellings;uk2us
spelling_only-01311,revolutionize,spelling_only,revolutionize,revolutionise,,,,breame_spellings;uk2us
spelling_only-01312,revolutionized,spelling_only,revolutionized,revolutionised,,,,breame_spellings;uk2us
spelling_only-01313,revolutionizes,spelling_only,revolutionizes,revolutionises,,,,breame_spellings;uk2us
spelling_only-01314,revolutionizing,spelling_only,revolutionizing,revolutionising,,,,breame_spellings;uk2us
spelling_only-01315,rhapsodize,spelling_only,rhapsodize,rhapsodise,,,,breame_spellings;uk2us
spelling_only-01316,rhapsodized,spelling_only,rhapsodized,rhapsodised,,,,breame_spellings;uk2us
spelling_only-01317,rhapsodizes,spelling_only,rhapsodizes,rhapsodises,,,,breame_spellings;uk2us
spelling_only-01318,rhapsodizing,spelling_only,rhapsodizing,rhapsodising,,,,breame_spellings;uk2us
spelling_only-01319,rigor,spelling_only,rigor,rigour,,,,breame_spellings;uk2us
spelling_only-01320,rigors,spelling_only,rigors,rigours,,,,breame_spellings;uk2us
spelling_only-01321,ritualized,spelling_only,ritualized,ritualised,,,,breame_spellings;uk2us
spelling_only-01322,rivaled,spelling_only,rivaled,rivalled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01323,rivaling,spelling_only,rivaling,rivalling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01324,romanticize,spelling_only,romanticize,romanticise,,,,breame_spellings;uk2us
spelling_only-01325,romanticized,spelling_only,romanticized,romanticised,,,,breame_spellings;uk2us
spelling_only-01326,romanticizes,spelling_only,romanticizes,romanticises,,,,breame_spellings;uk2us
spelling_only-01327,romanticizing,spelling_only,romanticizing,romanticising,,,,breame_spellings;uk2us
spelling_only-01328,rumor,spelling_only,rumor,rumour,,,,breame_spellings;uk2us
spelling_only-01329,rumored,spelling_only,rumored,rumoured,,,,breame_spellings;uk2us
spelling_only-01330,rumors,spelling_only,rumors,rumours,,,,breame_spellings;uk2us
spelling_only-01331,saber,spelling_only,saber,sabre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01332,sabers,spelling_only,sabers,sabres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01333,saltpeter,spelling_only,saltpeter,saltpetre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01334,sanitize,spelling_only,sanitize,sanitise,,,,breame_spellings;uk2us
